"lon","lat","owner","watershed","type","form"
"-81.0863867444609","32.052251733067585","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05348805236342","32.05195608191597","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05338690821205","32.05194626091316","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.14674730106904","32.052721031126076","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05833515587292","32.0519745059514","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.10242899495941","32.05234898782845","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08652967187176","32.05220811026217","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0710232685285","32.05206305812116","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06230181256005","32.05198817007375","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.11111607872759","32.05240270180427","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1144760931677","32.0524095043091","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.14693705583953","32.05267605225266","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10777375724584","32.05234905331138","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08641537703944","32.05216693546796","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08106692316528","32.052117634758304","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06171263894795","32.05195039365424","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07640545181904","32.05207590724989","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05351455130699","32.05186680707591","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.1143207408149","32.052376602503514","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10434577650184","32.05228944554085","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10419070245167","32.05228505469961","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0762690294804","32.0520469022532","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05341437179828","32.051843935994995","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.0907147618346","32.05212309092186","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07094843126795","32.051942326344985","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.05681409065495","32.05183234798097","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09060427451185","32.05209218386113","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.14730123710278","32.05258766318467","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10438396883174","32.052231353802945","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06746435229536","32.05191072311113","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.07329815142049","32.051956712681196","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08109547744962","32.05202270195564","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05671274980276","32.051805345934376","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07644518050702","32.051974543614136","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06179498493884","32.05184596983554","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08060429908302","32.05200475030424","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07317171497888","32.051936207537906","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10422036256612","32.0521971674088","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0763157123597","32.05195453019931","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.14668284947808","32.052538626577416","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06756049471673","32.05186671608764","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.05205414771495","32.05172993309768","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09965751535013","32.05213702236469","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.09075634544351","32.05203017436147","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.13992675871839","32.052453632438635","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10669873898519","32.052177889235026","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1468475719297","32.05250022662035","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11291065789378","32.05222178182277","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05194822682961","32.051691888613284","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.13875097971562","32.05242967181938","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09064954755897","32.0520005072275","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.09285036071311","32.052039162009066","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.14773412479931","32.052483991548684","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05686955952498","32.05171566686154","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.11276961169793","32.052190542095154","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07159526111481","32.05181866101186","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07334541993","32.051832738372845","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08062759840585","32.05189379262996","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05671156250253","32.051686279771495","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.14716439020786","32.052417391928905","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10673348795211","32.052085578499174","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05206306975306","32.05160975379584","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.06016631373139","32.05167731454587","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.0732180480075","32.051789033306804","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.09289282961018","32.05194383208148","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07991996694025","32.05182519305452","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10657562397134","32.05204337003038","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1034682585364","32.05201287698678","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07173003471858","32.051732034751915","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05521773542081","32.05156083182357","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07150406150832","32.05170208032373","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.1483343454217","32.052338866872816","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.0973385185724","32.0519121785616","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.13794898007208","32.0522448365661","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05511744137941","32.051530746642115","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.0601879681905","32.051570987665265","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.13893011195226","32.05223114840292","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11298461253281","32.05201743730941","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07996518802405","32.05171975393622","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.14775049734436","32.052280883637245","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11283093064775","32.05197973774355","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09850754542157","32.05185537626197","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0592691841465","32.051516921675166","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09716646119881","32.05184200611452","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07468363867729","32.05164498745476","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.15121391469741","32.05227757940143","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.13797084627448","32.0521656412659","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15130664019998","32.05226560890414","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08671751452913","32.05169545795076","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07163996323561","32.05158814960206","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0866088345813","32.05165615675742","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05524961908851","32.051426422697446","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.1114307450221","32.051895075245625","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05931626498531","32.05144311636079","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.0627249759658","32.05147113054872","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05514236989286","32.05140435111439","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09411220528895","32.0517213656312","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0585884036591","32.05141476622975","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08416600990842","32.05162551734743","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.14828047378394","32.052148903235484","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07471278825102","32.05153442580546","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08674817642326","32.051599781959176","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11132891859009","32.051820866941405","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06275132379837","32.05139353762032","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08663880894487","32.05156592672478","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07460010205932","32.05147727834038","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11465722093142","32.05181176874508","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05364903428591","32.051288855596894","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09415044821857","32.05162479442339","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05353546273147","32.05127256678657","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05805551404484","32.051310119764885","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05861292349091","32.05130520141387","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08105123068772","32.05146483262966","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11138272013751","32.051720640359555","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06199138540487","32.051298268897014","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08846644986173","32.05149840492208","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.09093173560144","32.05152243824082","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.16674875181707","32.052138798714324","CITY-ROW","HORSESHOE","CURB INLET",""
"-81.05808999790767","32.05122727005148","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.10776494745544","32.05164474622775","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1146606980292","32.05170167559902","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05367700336913","32.05117794630639","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08836228563467","32.05147054492427","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.09082100925943","32.05149092381342","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11454807802379","32.05167153489977","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05356943127049","32.05114934252567","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08108565610266","32.0513852421587","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10460627972954","32.05158398282019","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.13630017400848","32.051842142645405","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11613648752012","32.051666325200806","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06201579770448","32.051197119450556","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08554609410642","32.05138224748236","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05699932891186","32.05114196387325","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09096631710226","32.05142682787814","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08850826634996","32.05140718938523","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08542796625322","32.05134660173127","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.12456844144037","32.051700365883654","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.14931805828937","32.051900565070326","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05686165680058","32.051116876809736","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09084896079965","32.05140224455225","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08839686997989","32.051376866237185","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10778975367398","32.05153593479558","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05248023400081","32.05105954259938","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.11141846530748","32.051558931699546","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.13632113927646","32.05175349484246","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06594671121243","32.051161048933906","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11618170900928","32.05157513138951","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05211893991857","32.0510278479721","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.14968357615332","32.05181375030983","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.13901890228163","32.051740860632115","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06601878169957","32.05112250495821","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.15105850498897","32.05182879377283","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09314020820524","32.05135046873769","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08558016310896","32.05127625736981","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.12458680903251","32.05161032050259","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05702403056776","32.05103394700038","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.1114409903652","32.05149452169362","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15115974293893","32.05181276863075","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07358571650491","32.05116685475284","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08545833950114","32.051252496587615","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05688819582751","32.051007332524804","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.10698027158372","32.051431194758095","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05251153416013","32.050956911641926","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.13551736833737","32.051655559638284","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07346325668308","32.05113418771256","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06030289117997","32.0510057416394","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.15079639798411","32.051749197025835","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1131502124053","32.051402393783114","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.12371708492613","32.05148473493415","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.13554119507347","32.051563324991555","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1068511622825","32.05131745348688","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15028049268052","32.051668915280366","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11301756106316","32.051360402862805","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.0999933710855","32.05125112830121","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.06031512628994","32.0509108455691","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05537761138517","32.05086713627655","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05970199723112","32.05090308688478","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.1381166216471","32.05155882220278","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08237446139532","32.051092702158016","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10702387117675","32.05129973446454","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05526450546868","32.05084570235254","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.15126850023802","32.05163516142077","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10938293686355","32.051304199469946","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07244105097698","32.05098999008466","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08451331510138","32.051080669766364","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11054516438105","32.05130014183857","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08424735298856","32.05108283678717","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06310951387445","32.05087782379023","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.12374956523544","32.051388340595295","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1131911553428","32.05129724919101","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06603704679446","32.05089434449642","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.07664082285422","32.05097291757183","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.14077395337544","32.051499437218126","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05967768121053","32.050811821347956","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08192770645397","32.05100280979095","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.13815172252022","32.05146460530992","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11307185548962","32.05125176254136","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11056474373677","32.05122866417754","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09152740340879","32.051025862667935","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05541227039265","32.05075353911682","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07232603626437","32.05089124252814","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06316662761802","32.05080822624054","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.15173942864888","32.05152195880031","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15088678976137","32.05152281321266","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.0724602471424","32.05086852236086","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08142333980581","32.05094042386404","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0587344591629","32.050744137617905","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08442629681811","32.05095957114424","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11641002484654","32.05122466029013","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15187145831133","32.051490206997784","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07670045179765","32.050860387087376","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10355746098823","32.051084530759965","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.14066803705448","32.051374025982824","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09156725547467","32.05093639758619","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05839173341525","32.05067809097106","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.1116218245282","32.05112690637411","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11629407599628","32.05116820943818","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15203943154576","32.051450811371794","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15123000101212","32.05144206875587","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08144784836642","32.050863668209246","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.16683083053914","32.05162045853386","CITY-ROW","HORSESHOE","CURB INLET",""
"-81.11210441165863","32.051100619535994","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05381000756779","32.05060547927454","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05875243932995","32.050641559815695","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.14009128045446","32.05132314173298","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11406408401878","32.051095935038276","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1035975070868","32.05100566845245","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.05369537214473","32.050577155046746","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.06221750705171","32.05064379491362","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.06508425361591","32.050665133347906","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11174640122812","32.051051307871894","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05843825491021","32.05060067336497","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07844156845552","32.0507677993577","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11635380687014","32.05107415453535","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15161627254231","32.0513530763372","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1524386520176","32.05135656658972","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08871783415088","32.050816213554704","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06493369450214","32.050621389235225","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11213238045562","32.051011503135896","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.14010638911998","32.051234614049804","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.13033002932437","32.05114337902031","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.10801530159002","32.050957772650406","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.0886090990561","32.05078797643547","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05385373365698","32.05049264607046","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.06224274032702","32.05055828852692","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.15180771405264","32.05130759940309","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09061934562078","32.050779116521","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08576814397652","32.05075775546659","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05370998374057","32.05046991038806","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.05713799770865","32.050499619653856","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.13022160914105","32.05111603515475","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11412575681103","32.05097739139243","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.07846908701666","32.050675434647445","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.10278382244775","32.05087943965504","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.08048306032478","32.05069030440285","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.09549390221719","32.05081100145395","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.10829039504763","32.050911774399225","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08565645361946","32.050724267470265","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.16647104556914","32.05138397875739","CITY-ROW","HORSESHOE","CURB INLET",""
"-81.05702702605794","32.050468411673066","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.1519702758893","32.05126313901435","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.0803645243428","32.05066712602715","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.13633509876972","32.05111983437309","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15290661428473","32.05124967079589","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09449470511281","32.05076647474362","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.13933136962513","32.05112714594992","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11397717368718","32.05091722943173","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09065117621763","32.05069143518221","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0825388164137","32.05063016491566","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.07505332303315","32.05056343051228","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.1028152237763","32.05079792465903","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.08049997389757","32.05060764119461","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08580521190561","32.05065848166058","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08243510787442","32.05060471262669","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11336552726243","32.05086713608077","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08038848858737","32.05058521165868","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05717881700659","32.050376452310196","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08568666216253","32.050628228938926","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05226555135418","32.05035483165116","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.13936170393143","32.051048020007855","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.15241784023345","32.05116294783137","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.11322755357178","32.050831973206705","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1046737869274","32.050734312538445","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.10722735897673","32.05075018342608","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.09775561707856","32.050667915560965","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.06046312656183","32.05034588801955","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.08256683001686","32.05053130487706","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.08246947385281","32.05051094489543","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.06035209394938","32.050319663429285","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09759828010641","32.05063308614147","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.15363756186713","32.051092819454006","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.13214723257109","32.050918562919264","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.1134060497284","32.05076370567282","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.05240161513244","32.05023988842183","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.15282910714902","32.051068183659666","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.08715171875494","32.0504944526357","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.1047076405469","32.05065006997694","CITY-ROW","CASEY SOUTH","CURB INLET",""
"-81.08187933034161","32.05045263791097","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.11327162998215","32.050717232451014","CITY-ROW","SPRINGFIELD NORTH","CURB INLET",""
"-81.06356888545061","32.050284305884055","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07154126875011","32.05033969078994","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05554968100377","32.050199145800235","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.07858851510949","32.05039024842854","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.05543265820289","32.05018454669613","CITY-ROW","PLACENTIA","CURB INLET",""
"-81.09344398109306","32.0504956849275","CITY-ROW","CASEY NORTH","CURB INLET",""
"-81.0784693974023","32.050358205457364","CITY-ROW","CASEY NORTH","CURB INLET",""
